name,york_id,n_entries_iris,n_instruments_iris,value,has_materials
150,york:808184,2,1,Exploring efl learner self-concept,Records with materials
150,york:808184,2,1,"Language learner self-concept: Complexity, continuity and change",Records with materials
151,york:808186,3,2,The role of lexical aspect in the acquisition of tense and aspect,Records with materials
151,york:808186,3,2,The roles of L1 influence and lexical aspect in the acquisition of temporal morphology,Records with materials
151,york:808186,3,2,Developmental readiness and tense/aspect: An instructional study of L2 preterite and imperfect acquisition in Spanish,Records with materials
152,york:808270,9,2,Using CHILDES tools for researching second language acquisition,Records with materials
152,york:808270,9,2,From data to theory: The over-representation of linguistic knowledge in SLA,Records with materials
152,york:808270,9,2,Interlanguage corpora and second language acquisition research,Records with materials
152,york:808270,9,2,Using electronic corpora in SLA research,Records with materials
152,york:808270,9,2,Investigating learner language development with electronic longitudinal corpora: Theoretical and methodological issues,Records with materials
152,york:808270,9,2,Rote or rule: Exploring the role of formulaic language in classroom foreign language learning,Records with materials
152,york:808270,9,2,Interrogative chunks in French L2: A basis for creative construction?,Records with materials
152,york:808270,9,2,French interlanguage corpora: Recent developments,Records with materials
152,york:808270,9,2,Constructing a database of French interlanguage oral corpora,Records with materials
153,york:808271,11,1,Using CHILDES tools for researching second language acquisition,Records with materials
153,york:808271,11,1,Progression in foreign language learning,Records with materials
153,york:808271,11,1,"Rote learning, creativity and understanding in classroom foreign language teaching",Records with materials
153,york:808271,11,1,The early development of French narratives: A longitudinal study,Records with materials
153,york:808271,11,1,From data to theory: The over-representation of linguistic knowledge in SLA,Records with materials
153,york:808271,11,1,Interlanguage corpora and second language acquisition research,Records with materials
153,york:808271,11,1,The emergence of morpho-syntactic structure in French L2,Records with materials
153,york:808271,11,1,Using electronic corpora in SLA research,Records with materials
153,york:808271,11,1,Investigating learner language development with electronic longitudinal corpora: Theoretical and methodological issues,Records with materials
153,york:808271,11,1,French interlanguage corpora: Recent developments,Records with materials
153,york:808271,11,1,Constructing a database of French interlanguage oral corpora,Records with materials
154,york:808351,3,1,The differential effects of corrective feedback on two grammatical structures,Records with materials
154,york:808351,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
154,york:808351,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
155,york:808352,3,1,The differential effects of corrective feedback on two grammatical structures,Records with materials
155,york:808352,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
155,york:808352,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
156,york:808353,3,1,The differential effects of corrective feedback on two grammatical structures,Records with materials
156,york:808353,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
156,york:808353,3,1,Implicit and explicit corrective feedback and the acquisition of L2 grammar,Records with materials
157,york:808506,2,1,Motivation and learning preferences of Moroccan high school learners of English as a foreign language,Records with materials
157,york:808506,2,1,Motivation and learning preferences of high school students learning English as a foreign language in Morocco,Records with materials
